__time,/force/header/stamp/nanosec,/force/header/stamp/sec,/force/wrench/force/x,/force/wrench/force/y,/force/wrench/force/z,/force/wrench/torque/x,/force/wrench/torque/y,/force/wrench/torque/z
1766484451.760459,24599.000000000,1766484451.000000000,-14.444275196,-3.985284999,-0.457317077,0.267297994,0.370938061,0.231910951
1766484451.776926,24600.000000000,1766484451.000000000,-14.596320198,-3.832004806,-0.457317077,0.270352828,0.367872457,0.247371681
1766484451.792044,24601.000000000,1766484451.000000000,-14.596320198,-3.218884037,-0.304878051,0.271880245,0.370938061,0.241187389
1766484451.808414,24602.000000000,1766484451.000000000,-15.204500206,-4.828326056,-0.457317077,0.264243160,0.369405259,0.235003097
1766484451.824773,24603.000000000,1766484451.000000000,-15.356545208,-4.215205287,-0.762195129,0.270352828,0.372470863,0.244279535
1766484451.840940,24604.000000000,1766484451.000000000,-14.672342699,-3.832004806,-0.457317077,0.270352828,0.372470863,0.235003097
1766484451.856424,24605.000000000,1766484451.000000000,-14.976432703,-3.985284999,-0.381097564,0.267297994,0.367872457,0.241187389
1766484451.872804,24606.000000000,1766484451.000000000,-15.204500206,-4.215205287,-0.381097564,0.267297994,0.369405259,0.241187389
1766484451.888164,24607.000000000,1766484451.000000000,-14.748365200,-3.602084518,-0.152439026,0.264243160,0.367872457,0.231910951
1766484451.904537,24608.000000000,1766484451.000000000,-14.748365200,-3.602084518,-0.533536590,0.270352828,0.374003665,0.238095243
1766484451.920930,24609.000000000,1766484451.000000000,-15.356545208,-3.985284999,-0.457317077,0.267297994,0.370938061,0.231910951
1766484451.936730,24610.000000000,1766484451.000000000,-14.976432703,-3.985284999,-0.381097564,0.267297994,0.367872457,0.228818805
1766484451.952488,24611.000000000,1766484451.000000000,-15.508590210,-4.368485479,-0.152439026,0.261188326,0.369405259,0.238095243
1766484451.968964,24612.000000000,1766484451.000000000,-15.128477705,-3.908644903,-0.381097564,0.270352828,0.370938061,0.228818805
1766484451.984638,24613.000000000,1766484451.000000000,-14.672342699,-4.291845383,-0.533536590,0.264243160,0.366339655,0.241187389
1766484452.000406,24614.000000000,1766484452.000000000,-14.444275196,-3.832004806,-0.304878051,0.270352828,0.364806853,0.247371681
1766484452.016255,24615.000000000,1766484452.000000000,-14.444275196,-3.832004806,-0.685975616,0.264243160,0.374003665,0.235003097
1766484452.033216,24616.000000000,1766484452.000000000,-13.836095187,-3.985284999,-0.533536590,0.270352828,0.369405259,0.247371681
1766484452.048785,24617.000000000,1766484452.000000000,-14.292230194,-3.525444422,-0.152439026,0.270352828,0.366339655,0.241187389
1766484452.064614,24618.000000000,1766484452.000000000,-14.748365200,-3.525444422,-0.533536590,0.267297994,0.372470863,0.228818805
1766484452.080574,24619.000000000,1766484452.000000000,-14.748365200,-4.215205287,-0.457317077,0.267297994,0.374003665,0.238095243
1766484452.096121,24620.000000000,1766484452.000000000,-14.900410202,-3.908644903,-0.381097564,0.267297994,0.370938061,0.231910951
1766484452.112945,24621.000000000,1766484452.000000000,-15.052455204,-3.755364710,-0.533536590,0.267297994,0.369405259,0.244279535
1766484452.128608,24622.000000000,1766484452.000000000,-14.596320198,-4.215205287,-0.838414641,0.267297994,0.370938061,0.244279535
1766484452.144418,24623.000000000,1766484452.000000000,-14.748365200,-3.602084518,-0.304878051,0.264243160,0.367872457,0.250463827
1766484452.160420,24624.000000000,1766484452.000000000,-13.988140189,-4.061925095,-0.304878051,0.270352828,0.366339655,0.244279535
1766484452.176124,24625.000000000,1766484452.000000000,-14.520297697,-3.985284999,-0.381097564,0.267297994,0.367872457,0.247371681
1766484452.192677,24626.000000000,1766484452.000000000,-14.292230194,-4.061925095,-0.533536590,0.264243160,0.367872457,0.224180586
1766484452.208783,24627.000000000,1766484452.000000000,-14.900410202,-4.291845383,-0.609756103,0.270352828,0.372470863,0.244279535
1766484452.224326,24628.000000000,1766484452.000000000,-14.292230194,-4.138565191,-0.228658539,0.267297994,0.369405259,0.235003097
1766484452.240914,24629.000000000,1766484452.000000000,-14.444275196,-3.678724614,-0.685975616,0.267297994,0.369405259,0.247371681
1766484452.256147,24630.000000000,1766484452.000000000,-14.748365200,-3.908644903,-0.533536590,0.267297994,0.367872457,0.238095243
1766484452.272964,24631.000000000,1766484452.000000000,-14.900410202,-3.448804326,-0.533536590,0.271880245,0.366339655,0.231910951
1766484452.288171,24632.000000000,1766484452.000000000,-14.140185191,-3.985284999,-0.304878051,0.267297994,0.367872457,0.241187389
1766484452.304167,24633.000000000,1766484452.000000000,-14.292230194,-3.065603845,-0.381097564,0.267297994,0.375536467,0.241187389
1766484452.320568,24634.000000000,1766484452.000000000,-15.356545208,-3.678724614,-0.381097564,0.270352828,0.377069269,0.225726659
1766484452.336076,24635.000000000,1766484452.000000000,-14.444275196,-3.832004806,-0.533536590,0.264243160,0.370938061,0.235003097
1766484452.352806,24636.000000000,1766484452.000000000,-15.052455204,-4.215205287,-0.457317077,0.267297994,0.369405259,0.238095243
1766484452.368425,24637.000000000,1766484452.000000000,-14.976432703,-3.678724614,-0.533536590,0.267297994,0.374003665,0.241187389
1766484452.384070,24638.000000000,1766484452.000000000,-15.128477705,-4.291845383,-0.609756103,0.259660909,0.372470863,0.233457024
1766484452.400764,24639.000000000,1766484452.000000000,-14.748365200,-4.138565191,-0.609756103,0.267297994,0.366339655,0.253555973
1766484452.416389,24640.000000000,1766484452.000000000,-14.748365200,-3.525444422,-0.685975616,0.267297994,0.372470863,0.235003097
1766484452.432243,24641.000000000,1766484452.000000000,-14.444275196,-2.835683557,-0.533536590,0.264243160,0.374003665,0.241187389
1766484452.447861,24642.000000000,1766484452.000000000,-15.356545208,-4.061925095,-0.381097564,0.264243160,0.372470863,0.250463827
1766484452.464637,24643.000000000,1766484452.000000000,-14.748365200,-3.525444422,-0.609756103,0.271880245,0.374003665,0.238095243
1766484452.480472,24644.000000000,1766484452.000000000,-14.900410202,-4.061925095,-0.381097564,0.270352828,0.369405259,0.241187389
1766484452.495928,24645.000000000,1766484452.000000000,-15.508590210,-4.445125575,-0.381097564,0.267297994,0.375536467,0.231910951
1766484452.512624,24646.000000000,1766484452.000000000,-14.748365200,-4.061925095,-0.762195129,0.270352828,0.374003665,0.244279535
1766484452.528485,24647.000000000,1766484452.000000000,-14.444275196,-3.908644903,-0.304878051,0.267297994,0.370938061,0.238095243
1766484452.544312,24648.000000000,1766484452.000000000,-14.140185191,-3.985284999,-0.304878051,0.271880245,0.369405259,0.244279535
1766484452.559871,24649.000000000,1766484452.000000000,-14.748365200,-3.525444422,-0.381097564,0.267297994,0.375536467,0.241187389
1766484452.576566,24650.000000000,1766484452.000000000,-14.976432703,-3.985284999,-0.152439026,0.267297994,0.367872457,0.235003097
